Date;HomeTeam;AwayTeam;FullTimeHomeTeamGoals;FullTimeAwayTeamGoals;FullTimeResult;HalfTimeHomeTeamGoals;HalfTimeAwayTeamGoals;HalfTimeResult;HomeTeamShots;AwayTeamShots;HomeTeamShots;AwayTeamShots;HomeTeamFoulsCommitted;AwayTeamFoulsCommitted;HomeTeamCorners;AwayTeamCorners;HomeTeamYellowCards;AwayTeamYellowCards;HomeTeamRedCards;AwayTeamRedCards;;;;;;
17.02.2001;Dortmund;Hamburg;4;2;H;1;0;H;65000;Franz-Xaver Wack ;13;11;7;5;0;0;3;2;17;24;6;1;1;2;0;1
17.02.2001;Hansa Rostock;Leverkusen;2;1;H;1;1;D;12500;Edgar Steinborn ;4;10;3;2;0;0;3;5;22;27;1;4;2;3;1;0
17.02.2001;Unterhaching;Bayern Munich;1;0;H;0;0;D;15300;Lutz Wagner ;10;17;3;8;0;0;4;8;15;14;0;3;0;2;0;0
17.02.2001;Werder Bremen;Schalke 04;2;1;H;2;0;H;35838;Helmut Fleischer ;12;9;3;3;1;0;2;4;18;19;2;0;1;2;0;0
17.02.2001;Wolfsburg;Bochum;0;0;D;0;0;D;12318;Alfons Berg ;20;4;5;2;1;0;14;3;22;17;0;1;1;1;0;0
18.02.2001;FC Koln;Kaiserslautern;0;1;A;0;1;A;32000;Florian Meyer ;19;15;6;5;0;1;11;6;16;18;4;3;2;4;0;0
18.02.2001;Stuttgart;Hertha;0;1;A;0;0;D;20000;Wolfgang Stark ;10;4;1;2;0;0;6;5;27;15;2;5;1;1;0;0
23.02.2001;Leverkusen;Cottbus;1;3;A;0;2;A;;Hermann Albrecht ;21;11;13;7;1;1;9;3;21;19;2;4;2;4;0;0
24.02.2001;Bayern Munich;FC Koln;1;1;D;0;1;A;36000;Bernd Heynemann ;21;5;4;1;0;0;10;2;15;17;0;7;1;3;0;0
24.02.2001;Ein Frankfurt;Werder Bremen;1;2;A;0;1;A;21000;Jürgen Aust ;11;11;4;5;2;0;4;4;17;13;4;4;2;1;0;0
24.02.2001;Freiburg;Munich 1860;0;3;A;0;2;A;25000;Jürgen Jansen ;21;22;9;10;2;0;7;11;13;20;1;3;3;3;0;0
24.02.2001;Hamburg;Wolfsburg;3;2;H;2;1;H;32000;Peter Gagelmann ;12;16;7;10;1;0;7;9;17;14;4;0;2;3;0;0
24.02.2001;Schalke 04;Dortmund;0;0;D;0;0;D;62100;Markus Merk;7;6;1;2;0;0;8;7;18;23;1;1;4;4;0;0
25.02.2001;Bochum;Stuttgart;0;0;D;0;0;D;19000;Herbert Fandel ;14;15;5;4;1;0;9;7;27;26;7;3;2;2;0;0
25.02.2001;Kaiserslautern;Hansa Rostock;0;1;A;0;1;A;36000;Lutz Michael Fröhlich ;20;8;9;5;0;0;11;2;23;26;0;6;3;3;1;0
02.03.2001;Dortmund;Ein Frankfurt;6;1;H;1;0;H;;Uwe Kemmling ;29;11;17;4;1;0;10;0;14;11;4;2;3;3;0;1
03.03.2001;FC Koln;Hertha;1;0;H;0;0;D;34500;Franz-Xaver Wack ;12;8;7;5;0;1;9;11;10;11;1;2;0;1;0;0
03.03.2001;Cottbus;Kaiserslautern;0;2;A;0;0;D;18000;Helmut Fleischer ;7;6;3;4;1;0;4;7;22;16;1;0;2;0;0;1
03.03.2001;Hansa Rostock;Bayern Munich;3;2;H;1;1;D;21000;Markus Merk ;7;17;3;9;0;0;4;7;21;18;2;0;2;5;0;1
03.03.2001;Stuttgart;Wolfsburg;2;1;H;1;0;H;10000;Lutz Wagner ;7;8;6;3;1;0;2;3;27;29;1;5;4;2;0;0
03.03.2001;Unterhaching;Bochum;2;1;H;1;1;D;9000;Florian Meyer ;17;8;11;4;0;0;11;7;13;22;2;2;1;3;0;2
03.03.2001;Werder Bremen;Freiburg;3;1;H;2;0;H;27000;Helmut Krug ;27;9;5;4;0;0;14;2;19;18;5;3;2;2;0;0
04.03.2001;Munich 1860;Leverkusen;1;0;H;0;0;D;17500;Herbert Fandell ;11;15;6;7;0;0;4;4;26;17;0;1;1;5;1;1
04.03.2001;Schalke 04;Hamburg;0;1;A;0;0;D;35000;Jörg Kessler ;18;15;2;5;0;1;8;5;21;16;2;1;2;3;0;0
07.03.2001;Hertha;Unterhaching;2;1;H;0;0;D;20000;Hartmut Strampe ;12;8;5;3;0;1;7;2;14;10;3;2;2;2;0;0
09.03.2001;Leverkusen;Werder Bremen;3;0;H;1;0;H;22500;Wolfgang Stark ;18;5;7;1;0;0;5;6;29;22;5;2;3;3;0;0
10.03.2001;Bayern Munich;Cottbus;2;0;H;2;0;H;28000;Michael Weiner ;18;7;11;1;0;0;2;2;14;18;6;6;3;0;0;0
10.03.2001;Bochum;FC Koln;2;3;A;2;1;H;21683;Lutz Michael Fröhlich ;12;14;4;7;2;0;7;4;12;16;1;2;3;3;1;3
10.03.2001;Ein Frankfurt;Schalke 04;0;0;D;0;0;D;37400;Hermann Albrecht ;15;10;5;6;0;1;4;5;22;15;1;5;1;4;0;0
10.03.2001;Freiburg;Dortmund;2;2;D;1;2;A;25000;Alfons Berg ;12;22;6;9;0;0;6;9;13;12;4;3;2;2;0;0
10.03.2001;Hertha;Hansa Rostock;1;0;H;0;0;D;40895;Jürgen Aust ;15;4;6;0;0;0;6;3;24;18;3;1;2;3;0;1
10.03.2001;Wolfsburg;Unterhaching;6;1;H;2;1;H;16000;Bernd Heynemann ;16;6;7;2;2;0;7;2;11;14;7;2;2;2;0;1
11.03.2001;Hamburg;Stuttgart;2;2;D;2;1;H;40000;Jürgen Jansen ;7;7;2;4;0;0;5;3;11;31;5;1;1;2;0;0
11.03.2001;Kaiserslautern;Munich 1860;3;2;H;0;0;D;39172;Hartmut Strampe ;16;13;10;6;0;1;2;10;22;17;0;1;4;4;0;0
16.03.2001;FC Koln;Wolfsburg;0;0;D;0;0;D;28000;Herbert Fandel ;9;14;4;6;0;0;3;6;10;13;0;3;0;1;0;0
17.03.2001;Munich 1860;Bayern Munich;0;2;A;0;0;D;69000;Helmut Krug ;21;16;4;8;0;1;9;3;18;11;2;1;0;3;0;0
17.03.2001;Cottbus;Hertha;3;0;H;2;0;H;20400;Alfons Berg ;8;9;4;4;0;0;1;4;22;20;2;4;3;2;0;0
17.03.2001;Dortmund;Leverkusen;1;3;A;1;2;A;68600;Bernd Heynemann ;16;10;8;6;2;0;6;5;20;18;2;0;4;4;0;1
17.03.2001;Ein Frankfurt;Hamburg;1;1;D;0;0;D;33000;Helmut Fleischer ;11;8;8;7;0;0;7;3;12;15;1;7;3;1;0;0
17.03.2001;Hansa Rostock;Bochum;2;0;H;0;0;D;13000;Jörg Kessler ;17;11;4;5;0;1;7;3;16;12;2;2;2;4;0;1
17.03.2001;Schalke 04;Freiburg;0;0;D;0;0;D;29000;Uwe Kemmling ;18;6;5;1;0;1;6;1;19;16;4;0;2;3;0;1
18.03.2001;Unterhaching;Stuttgart;0;0;D;0;0;D;12000;Lutz Michael Fröhlich ;10;24;2;8;0;1;3;11;14;22;5;2;0;2;0;0
18.03.2001;Werder Bremen;Kaiserslautern;1;2;A;0;2;A;24000;Franz-Xaver Wack ;12;15;5;8;0;1;12;3;17;27;3;0;4;4;0;0
30.03.2001;Wolfsburg;Hansa Rostock;2;1;H;1;0;H;15000;Jürgen Jansen ;11;10;6;5;0;1;5;6;21;20;4;3;2;1;0;0
31.03.2001;Bayern Munich;Werder Bremen;2;3;A;0;1;A;45000;Florian Meyer ;13;16;6;10;0;0;7;5;13;16;8;4;3;3;0;0
31.03.2001;Freiburg;Ein Frankfurt;5;2;H;2;0;H;25000;Herbert Fandel ;11;14;9;8;0;1;6;4;14;11;3;2;3;4;0;0
31.03.2001;Hamburg;Unterhaching;1;1;D;0;0;D;36000;Helmut Krug ;16;8;2;6;0;2;7;3;17;19;2;0;3;0;0;0
31.03.2001;Hertha;Munich 1860;3;0;H;1;0;H;30000;Edgar Steinborn ;13;10;5;5;0;0;10;5;13;18;3;1;1;2;0;0
31.03.2001;Leverkusen;Schalke 04;0;3;A;0;1;A;22000;Markus Merk ;10;7;1;3;0;1;5;2;16;20;4;2;4;2;0;0
31.03.2001;Stuttgart;FC Koln;0;3;A;0;2;A;32000;Peter Gagelmann ;15;5;4;4;1;0;15;1;10;16;0;2;0;3;0;0
01.04.2001;Bochum;Cottbus;1;0;H;0;0;D;10000;Franz-Xaver Wack ;13;6;2;3;1;0;14;5;14;15;2;0;1;1;0;0
01.04.2001;Kaiserslautern;Dortmund;1;4;A;0;1;A;41500;Lutz Michael Fröhlich ;12;12;5;10;0;0;7;7;12;10;0;3;1;1;0;0
06.04.2001;Cottbus;Wolfsburg;0;0;D;0;0;D;15019;Hermann Albrecht ;11;5;5;1;0;0;10;1;16;27;2;5;1;3;0;0
07.04.2001;FC Koln;Unterhaching;1;1;D;1;0;H;32500;Alfons Berg ;11;7;4;3;0;0;8;4;17;19;3;2;2;2;0;0
07.04.2001;Munich 1860;Bochum;2;4;A;0;1;A;26300;Bernd Heynemann ;18;17;5;7;0;2;11;5;17;16;3;1;2;0;0;0
07.04.2001;Dortmund;Bayern Munich;1;1;D;0;1;A;68000;Hartmut Strampe ;16;4;5;1;2;0;3;3;22;14;4;1;2;10;1;2
07.04.2001;Ein Frankfurt;Leverkusen;1;3;A;0;1;A;35000;Jörg Kessler ;13;11;7;6;0;0;7;7;17;20;1;5;2;4;0;1
07.04.2001;Freiburg;Hamburg;0;0;D;0;0;D;25000;Markus Merk ;9;9;2;3;0;0;7;2;16;25;2;1;3;4;0;0
07.04.2001;Werder Bremen;Hertha;3;1;H;1;0;H;34000;Peter Sippel ;18;12;10;4;1;1;8;8;17;18;4;4;1;3;0;0
08.04.2001;Hansa Rostock;Stuttgart;1;1;D;0;0;D;15500;Franz-Xaver Wack ;8;21;3;5;0;0;2;7;27;23;0;4;3;1;0;0
08.04.2001;Schalke 04;Kaiserslautern;5;1;H;2;0;H;51000;Wolfgang Stark ;13;6;7;3;0;0;2;5;15;23;0;1;3;4;0;0
12.04.2001;Stuttgart;Cottbus;1;0;H;0;0;D;35000;Bernd Heynemann ;16;8;3;2;0;0;8;1;15;24;4;3;3;4;0;0
14.04.2001;Bayern Munich;Schalke 04;1;3;A;1;1;D;63000;Jürgen Aust ;15;9;8;6;2;0;7;3;17;9;0;3;3;2;0;0
14.04.2001;Bochum;Werder Bremen;1;2;A;0;1;A;16000;Uwe Kemmling ;17;16;9;6;0;1;3;9;17;13;2;7;3;2;0;0
14.04.2001;Hertha;Dortmund;1;0;H;0;0;D;54429;Hermann Albrecht ;15;9;4;2;1;0;5;5;22;10;1;3;3;2;1;0
14.04.2001;Kaiserslautern;Ein Frankfurt;4;2;H;1;2;A;41000;Helmut Krug ;11;12;7;7;0;0;9;9;13;15;5;3;4;1;0;0
14.04.2001;Leverkusen;Freiburg;1;3;A;0;1;A;22500;Helmut Fleischer ;15;7;7;4;1;0;8;4;20;9;0;3;2;1;0;0
14.04.2001;Wolfsburg;Munich 1860;0;1;A;0;1;A;13600;Lutz Michael Fröhlich ;14;7;6;3;2;1;6;7;22;25;0;1;0;1;0;0
15.04.2001;Hamburg;FC Koln;1;1;D;0;1;A;45000;Jörg Kessler ;26;10;8;6;3;0;13;3;23;21;3;1;4;5;0;1
15.04.2001;Unterhaching;Hansa Rostock;1;1;D;0;0;D;10000;Edgar Steinborn ;14;4;6;4;0;0;9;5;23;25;4;2;2;0;0;0
20.04.2001;Dortmund;Bochum;5;0;H;2;0;H;65000;Helmut Fleischer ;24;10;9;0;1;1;3;2;20;20;3;1;1;2;0;0
21.04.2001;Cottbus;Unterhaching;1;0;H;0;0;D;17358;Markus Merk ;5;8;2;5;0;0;7;3;19;11;2;2;2;1;0;0
21.04.2001;Ein Frankfurt;Bayern Munich;0;2;A;0;1;A;57000;Jürgen Jansen ;8;17;4;7;0;0;3;2;17;9;5;0;1;1;0;0
21.04.2001;Hansa Rostock;FC Koln;2;1;H;1;0;H;15200;Wolfgang Stark ;16;16;6;7;0;0;15;9;20;16;2;2;4;2;0;0
21.04.2001;Leverkusen;Hamburg;1;1;D;0;0;D;22500;Lutz Wagner ;18;12;4;4;0;0;7;1;26;27;2;2;2;0;1;0
21.04.2001;Schalke 04;Hertha;3;1;H;0;1;A;60000;Herbert Fandel ;19;8;10;6;0;0;10;1;25;20;1;2;2;2;0;0
21.04.2001;Werder Bremen;Wolfsburg;2;3;A;1;2;A;34000;Helmut Krug ;14;13;8;9;0;2;15;4;19;15;3;6;3;3;0;0
22.04.2001;Munich 1860;Stuttgart;2;1;H;1;1;D;20000;Michael Weiner ;10;7;3;1;2;0;2;8;23;26;1;2;4;5;0;0
22.04.2001;Freiburg;Kaiserslautern;5;2;H;5;0;H;24500;Hartmut Strampe ;13;18;9;8;1;1;6;5;9;17;4;0;1;3;0;0
27.04.2001;Wolfsburg;Dortmund;1;1;D;1;1;D;20600;Herbert Fandel ;15;8;6;2;0;0;7;7;17;11;2;5;4;1;0;0
28.04.2001;FC Koln;Cottbus;4;0;H;2;0;H;25000;Helmut Krug ;18;13;9;2;0;0;2;4;17;18;0;1;1;3;0;0
28.04.2001;Bayern Munich;Freiburg;1;0;H;0;0;D;58000;Edgar Steinborn ;20;6;8;2;2;0;14;9;18;11;5;1;1;0;0;0
28.04.2001;Bochum;Schalke 04;1;1;D;1;0;H;32645;Alfons Berg ;8;15;3;8;0;0;3;6;19;13;4;2;2;1;0;0
28.04.2001;Hertha;Ein Frankfurt;3;0;H;3;0;H;35969;Helmut Fleischer ;17;6;8;1;0;0;6;2;20;16;3;2;1;1;0;0
28.04.2001;Kaiserslautern;Leverkusen;0;1;A;0;1;A;41500;Hermann Albrecht ;6;4;3;0;0;1;5;4;13;14;3;4;5;3;0;0
28.04.2001;Stuttgart;Werder Bremen;2;1;H;1;0;H;25000;Markus Merk ;13;5;4;4;0;0;7;3;22;19;0;5;2;0;0;0
29.04.2001;Hamburg;Hansa Rostock;2;1;H;0;1;A;50000;Bernd Heynemann ;21;9;9;2;1;0;5;5;22;23;4;2;4;4;0;1
29.04.2001;Unterhaching;Munich 1860;3;2;H;2;1;H;15300;Jürgen Aust ;22;15;13;5;1;0;4;4;19;18;0;2;1;3;0;0
04.05.2001;Dortmund;Stuttgart;0;0;D;0;0;D;65000;Alfons Berg ;10;6;4;3;0;0;4;3;10;20;4;4;1;2;0;0
05.05.2001;Munich 1860;FC Koln;3;1;H;1;1;D;26900;Florian Meyer ;21;8;8;2;1;0;8;3;16;19;0;1;2;2;0;0
05.05.2001;Ein Frankfurt;Bochum;3;0;H;0;0;D;22000;Markus Merk ;19;12;4;6;0;1;5;7;20;21;0;0;2;4;1;1
05.05.2001;Hamburg;Kaiserslautern;1;1;D;1;0;H;52000;Helmut Krug ;9;19;2;7;0;0;1;4;22;21;2;3;3;5;1;0
05.05.2001;Hansa Rostock;Cottbus;1;0;H;1;0;H;28000;Hartmut Strampe ;11;7;5;1;0;1;8;7;29;18;2;1;2;1;0;0
05.05.2001;Leverkusen;Bayern Munich;0;1;A;0;0;D;22500;Bernd Heynemann ;10;6;3;2;0;1;6;5;22;17;4;4;1;2;0;0
05.05.2001;Schalke 04;Wolfsburg;2;1;H;2;0;H;58370;Helmut Fleischer ;7;10;4;6;0;2;3;3;13;11;4;1;1;3;0;0
06.05.2001;Freiburg;Hertha;1;0;H;0;0;D;25000;Jürgen Aust ;11;18;5;8;0;0;5;4;11;16;1;2;1;3;0;0
06.05.2001;Werder Bremen;Unterhaching;0;0;D;0;0;D;29810;Lutz Michael Fröhlich ;10;10;3;5;0;0;12;6;24;10;4;3;1;1;0;0
12.05.2001;FC Koln;Werder Bremen;1;3;A;1;1;D;40000;Hermann Albrecht ;14;15;5;7;1;2;2;4;8;16;3;4;0;1;0;0
12.05.2001;Bayern Munich;Kaiserslautern;2;1;H;0;1;A;63000;Lutz Wagner ;16;4;9;1;1;0;9;0;8;10;4;0;2;2;0;0
12.05.2001;Bochum;Freiburg;1;3;A;0;1;A;15000;Peter Sippel ;15;10;5;6;0;0;11;9;17;18;1;1;1;3;1;0
12.05.2001;Cottbus;Hamburg;4;2;H;2;1;H;19919;Jürgen Jansen ;18;17;10;11;0;0;3;7;17;13;2;1;3;4;0;0
12.05.2001;Hansa Rostock;Munich 1860;0;0;D;0;0;D;19000;Markus Merk ;11;4;5;1;0;0;7;4;11;11;2;1;0;2;0;0
12.05.2001;Hertha;Leverkusen;1;1;D;1;0;H;50000;Herbert Fandel ;9;12;5;2;0;1;3;7;23;23;2;5;2;5;0;0
12.05.2001;Stuttgart;Schalke 04;1;0;H;0;0;D;51165;Bernd Heynemann ;12;7;3;1;0;0;2;3;13;12;0;1;2;1;0;0
12.05.2001;Unterhaching;Dortmund;1;4;A;0;1;A;15000;Edgar Steinborn ;18;16;10;8;1;0;8;4;16;16;1;1;2;2;0;0
12.05.2001;Wolfsburg;Ein Frankfurt;3;0;H;3;0;H;16000;Helmut Krug ;12;8;6;3;0;0;4;9;17;23;5;6;0;2;0;0
19.05.2001;Munich 1860;Cottbus;0;1;A;0;1;A;19500;Herbert Fandel ;15;11;7;5;1;1;1;4;16;17;3;0;2;1;0;0
19.05.2001;Dortmund;FC Koln;3;3;D;1;2;A;68600;Peter Gagelmann ;18;7;7;5;0;0;9;3;20;14;2;3;1;4;1;0
19.05.2001;Ein Frankfurt;Stuttgart;2;1;H;2;0;H;35000;Lutz Michael Fröhlich ;9;15;5;12;1;0;2;4;9;10;4;3;0;0;0;0
19.05.2001;Freiburg;Wolfsburg;4;1;H;2;0;H;25000;Alfons Berg ;17;17;8;7;0;0;3;3;6;9;0;2;2;3;0;0
19.05.2001;Hamburg;Bayern Munich;1;1;D;0;0;D;55000;Markus Merk ;13;13;7;5;0;0;5;7;21;12;3;2;4;2;0;0
19.05.2001;Kaiserslautern;Hertha;0;1;A;0;0;D;41500;Bernd Heynemann ;6;10;2;3;0;0;6;3;9;16;2;9;3;3;0;0
19.05.2001;Leverkusen;Bochum;1;0;H;1;0;H;22500;Michael Weiner ;9;7;3;3;1;0;6;4;10;11;1;0;2;1;0;1
19.05.2001;Schalke 04;Unterhaching;5;3;H;2;2;D;65000;;10;3;3;1;0;0;6;3;4;13;2;1;2;3;0;0
19.05.2001;Werder Bremen;Hansa Rostock;3;0;H;2;0;H;35000;Uwe Kemmling ;15;15;9;8;1;2;6;6;19;9;5;2;1;6;1;1
28.07.2001;Cottbus;Hamburg;1;0;H;0;0;D;17781;Franz-Xaver Wack ;11;6;2;1;0;0;6;3;24;23;0;1;2;2;0;0
28.07.2001;Dortmund;Nurnberg;2;0;H;1;0;H;68000;Michael Weiner ;16;4;10;1;0;0;5;4;15;17;10;1;2;2;0;0
28.07.2001;Freiburg;Werder Bremen;3;0;H;0;0;D;25000;Hartmut Strampe ;11;13;5;3;0;0;9;5;11;12;2;2;1;4;0;1
28.07.2001;Leverkusen;Wolfsburg;2;1;H;1;0;H;22500;Hermann Albrecht ;13;4;7;2;1;0;11;0;6;15;3;1;2;1;0;0
28.07.2001;M'gladbach;Bayern Munich;1;0;H;1;0;H;34500;Edgar Steinborn ;15;10;4;3;0;0;5;7;19;25;5;1;0;4;0;0
28.07.2001;Munich 1860;Kaiserslautern;0;4;A;0;0;D;24000;Hellmut Krug ;8;7;2;5;1;0;7;4;17;20;1;0;2;3;0;0
28.07.2001;Stuttgart;FC Koln;0;0;D;0;0;D;30000;Markus Merk ;16;9;6;2;2;1;4;0;19;22;1;3;1;1;0;0
29.07.2001;St Pauli;Hertha;0;0;D;0;0;D;20515;Jürgen Aust ;9;12;4;4;0;1;1;1;20;24;2;3;1;2;0;0
04.08.2001;Bayern Munich;Schalke 04;3;0;H;3;0;H;63000;Herbert Fandel ;15;6;9;3;1;0;4;6;13;17;3;1;2;4;0;0
04.08.2001;FC Koln;Munich 1860;2;0;H;0;0;D;32000;Alfons Berg ;12;4;7;2;1;1;5;3;10;8;1;1;1;1;0;0
04.08.2001;Hamburg;Stuttgart;2;0;H;1;0;H;39036;Lutz Wagner ;17;13;6;4;1;0;5;4;21;17;2;4;1;0;0;0
04.08.2001;Hansa Rostock;Leverkusen;0;3;A;0;1;A;25000;Florian Meyer ;14;9;5;3;0;1;5;7;12;14;2;3;3;4;0;0
04.08.2001;Hertha;Dortmund;0;2;A;0;0;D;55000;Helmut Fleischer ;16;11;3;7;1;0;10;4;14;20;0;3;2;1;0;0
04.08.2001;Werder Bremen;Cottbus;3;2;H;1;2;A;25000;Jörg Kessler ;23;10;5;3;0;0;9;3;9;21;4;4;2;5;0;0
04.08.2001;Wolfsburg;St Pauli;1;1;D;0;1;A;11000;Wolfgang Stark ;31;12;18;6;0;1;13;1;18;15;3;1;2;2;0;0
05.08.2001;Kaiserslautern;M'gladbach;3;2;H;0;0;D;41582;Peter Sippel ;18;8;8;4;0;1;7;0;16;18;1;4;1;2;0;0
05.08.2001;Nurnberg;Freiburg;2;0;H;1;0;H;33000;Jürgen Jansen ;21;5;7;3;1;0;9;5;20;25;2;3;1;2;0;0
11.08.2001;Cottbus;Nurnberg;1;0;H;1;0;H;15702;Peter Gagelmann ;7;10;2;4;1;1;4;7;25;17;2;4;3;3;0;0
11.08.2001;Dortmund;Wolfsburg;4;0;H;3;0;H;66000;Franz-Xaver Wack ;12;7;3;5;0;0;6;1;10;19;2;1;1;1;0;0
11.08.2001;Freiburg;Hertha;1;3;A;0;2;A;22000;Herbert Fandel ;18;14;4;10;1;0;3;1;13;24;1;0;1;3;0;1
11.08.2001;Kaiserslautern;FC Koln;2;1;H;2;0;H;41000;Uwe Kemmling ;18;9;6;4;1;0;8;3;23;18;2;3;1;3;0;0
11.08.2001;Leverkusen;Bayern Munich;1;1;D;0;0;D;22500;Hellmut Krug ;10;6;5;3;1;1;6;2;28;27;13;2;3;5;0;0
11.08.2001;Munich 1860;Hamburg;1;1;D;0;1;A;22000;Edgar Steinborn ;15;13;5;6;0;0;5;10;20;19;2;2;0;1;0;0
11.08.2001;Stuttgart;Werder Bremen;0;0;D;0;0;D;17500;Torsten Koop ;10;10;5;4;0;1;5;5;20;15;1;5;1;2;0;0
12.08.2001;M'gladbach;Schalke 04;0;0;D;0;0;D;34500;Lutz Michael Fröhlich ;21;6;5;2;1;0;9;5;17;19;1;0;2;1;0;0
12.08.2001;St Pauli;Hansa Rostock;0;1;A;0;1;A;19000;Michael Weiner ;17;13;5;6;3;0;6;6;24;24;0;1;3;3;0;0
18.08.2001;Bayern Munich;St Pauli;2;0;H;2;0;H;50000;Jürgen Jansen ;18;6;9;4;1;0;8;8;12;21;5;1;1;2;0;0
18.08.2001;Hamburg;Kaiserslautern;2;3;A;0;3;A;42000;Helmut Fleischer;21;10;9;5;0;0;2;2;16;16;5;0;2;1;0;0
18.08.2001;Hansa Rostock;Dortmund;0;2;A;0;2;A;25000;Hermann Albrecht;6;11;3;7;0;0;4;6;14;18;0;2;2;2;0;0
18.08.2001;Nurnberg;Stuttgart;2;4;A;1;1;D;40000;Florian Meyer;9;15;3;10;1;0;6;4;19;17;4;4;4;2;0;0
18.08.2001;Schalke 04;Leverkusen;3;3;D;2;0;H;60000;Alfons Berg;9;11;6;7;1;1;8;7;15;30;2;2;3;2;0;0
18.08.2001;Werder Bremen;Munich 1860;1;3;A;1;2;A;28000;Jürgen Aust ;15;11;5;8;1;1;11;1;20;16;1;1;5;2;0;1
18.08.2001;Wolfsburg;Freiburg;1;1;D;0;1;A;16000;Edgar Steinborn;17;10;10;4;0;1;5;4;29;25;2;3;3;0;0;0
19.08.2001;FC Koln;M'gladbach;0;2;A;0;0;D;42000;Lutz Wagner;12;13;4;5;0;0;4;6;22;34;4;4;2;4;0;0
19.08.2001;Hertha;Cottbus;2;3;A;1;0;H;40000;Wolfgang Stark;15;11;5;3;1;1;5;5;10;23;3;1;1;3;0;0
21.08.2001;Schalke 04;Hansa Rostock;3;1;H;1;1;D;60204;Uwe Kemmling ;16;9;6;4;3;1;4;4;12;18;2;0;2;4;1;1
08.09.2001;Cottbus;Wolfsburg;3;3;D;2;2;D;14000;Peter Sippel;11;8;3;2;3;0;7;10;13;14;0;4;2;3;0;0
08.09.2001;Dortmund;Bayern Munich;0;2;A;0;1;A;68900;Lutz-Michael Froehlich;12;5;4;4;0;0;5;4;25;22;3;3;1;2;0;0
08.09.2001;Freiburg;Hansa Rostock;1;1;D;0;0;D;25000;Hellmut Krug;18;13;10;5;2;0;5;3;8;16;5;6;1;1;0;0
08.09.2001;M'gladbach;Leverkusen;0;1;A;0;1;A;30184;Hartmut Strampe;28;7;17;5;2;0;13;2;14;19;2;8;1;3;0;0
08.09.2001;Munich 1860;Nurnberg;1;0;H;0;0;D;35000;Knut Kircher;11;9;5;3;0;0;5;3;15;17;5;0;1;1;0;0
08.09.2001;St Pauli;Schalke 04;0;2;A;0;1;A;20725;Jörg Kessler ;9;6;4;3;0;0;6;2;11;12;3;7;0;2;0;0
08.09.2001;Stuttgart;Hertha;0;0;D;0;0;D;20500;Peter Gagelmann;4;7;2;1;0;0;0;4;13;24;2;7;4;4;1;0
09.09.2001;FC Koln;Hamburg;2;1;H;0;1;A;30000;Herbert Fandel;23;11;5;4;0;1;8;3;14;22;1;0;1;1;0;0
09.09.2001;Kaiserslautern;Werder Bremen;2;1;H;0;1;A;41582;Hermann Albrecht;17;10;10;4;0;0;8;6;15;19;1;4;1;5;0;0
15.09.2001;Bayern Munich;Freiburg;1;0;H;0;0;D;40000;Michael Weiner;26;5;11;1;0;0;10;4;21;12;3;5;1;1;0;0
15.09.2001;Hamburg;M'gladbach;3;3;D;2;1;H;53000;Hellmut Krug;9;12;5;7;0;0;8;6;15;19;2;1;3;1;0;0
15.09.2001;Leverkusen;St Pauli;3;1;H;1;0;H;20000;Uwe Kemmling;17;4;6;2;0;0;8;1;16;20;3;3;5;4;1;0
15.09.2001;Nurnberg;Kaiserslautern;0;2;A;0;0;D;30000;Torsten Koop;10;5;4;3;0;1;10;5;11;23;3;5;3;1;0;0
15.09.2001;Schalke 04;Dortmund;1;0;H;1;0;H;60204;Herbert Fandel;12;9;6;3;1;1;3;6;27;26;2;2;1;4;0;0
15.09.2001;Werder Bremen;FC Koln;1;1;D;0;1;A;26700;Florian Meyer;16;7;9;5;1;0;6;2;18;13;3;1;3;2;0;0
15.09.2001;Wolfsburg;Stuttgart;0;2;A;0;1;A;12500;Jürgen Aust;9;5;3;5;0;0;1;1;19;14;4;0;3;1;0;0
16.09.2001;Hansa Rostock;Cottbus;0;0;D;0;0;D;23000;Helmut Fleischer;13;7;7;3;0;0;10;4;10;15;1;2;1;3;0;1
16.09.2001;Hertha;Munich 1860;2;1;H;0;1;A;30000;Lutz Wagner ;15;6;7;3;0;0;9;3;20;23;0;2;1;4;1;2
22.09.2001;Cottbus;Bayern Munich;0;3;A;0;2;A;20500;Jürgen Aust;10;13;4;8;0;1;8;8;12;22;0;4;1;3;0;0
22.09.2001;Dortmund;Leverkusen;1;1;D;1;0;H;68600;Jürgen Jansen ;7;8;3;5;0;0;4;4;24;28;5;2;3;3;0;0
22.09.2001;FC Koln;Nurnberg;1;2;A;1;2;A;29000;Edgar Steinborn;16;12;5;4;0;0;6;1;19;15;2;5;2;0;0;0
22.09.2001;Freiburg;Schalke 04;2;0;H;0;0;D;25000;Peter Gagelmann;12;15;6;6;0;0;3;5;7;16;4;2;0;2;0;0
22.09.2001;Hamburg;Werder Bremen;0;4;A;0;2;A;43000;Lutz Michael Fröhlich ;16;12;5;7;0;0;15;6;15;22;4;0;3;1;0;0
22.09.2001;Kaiserslautern;Hertha;4;1;H;1;0;H;41500;Hartmut Strampe;12;11;8;4;1;1;10;8;20;19;0;2;2;2;0;0
